1,글쓰기,31432,41234,21412
1,생활한문,11424,32134,14422
1,한국현대문학의이해와감상,23134,34121,23134
1,영어회화1,4J142,23422,43113
1,영문법의기초,14241,43334,32423
1,초급중국어1,31314,42144,33212
1,중국문화산책,21133,44221,31342
1,프랑스어입문,32124,32321,41431
1,프랑스어기초문법연습,12422,21241,41224
1,일본어기초1,21414,21314,31314
1,일본학개론,44441,42324,33341
1,민법총칙,21131,33344,43223
1,헌법의기초,31214,23143,34423
1,형법총론,43121,23441,23142
1,행정학개론,KK244,13213,24124
1,정보사회와행정,21342,44131,21343
1,사회복지개론,13411,33211,32421
1,기초미시경제론,12142,31441,12231
1,재무회계원리,42443,11311,33221
1,경영학개론,31431,24241,23432
1,무역학원론,13413,31423,23424
1,매스미디어와사회,32111,34243,12434
1,방송의이해,23133,11421,24111
1,관광학개론,43212,24131,34123
1,서비스매너,24224,44343,23142
1,농학원론,24433,23341,12412
1,원예학,1D44F,14412,11111
1,영양과건강,11232,24212,12432
1,가족자원관리학,13422,21341,41243
1,인터넷과 정보사회,24113,21344,31223
1,데이터정보처리입문,41221,41133,34242
1,데이터과학입문,43144,34331,34333
1,환경보건학개론,34142,34122,23414
1,공중보건학,31124,42133,24123
1,교육의이해,31122,22424,31141
1,평생교육론,12431,14322,32341
1,생애발달과교육,11331,41412,32321
1,청소년교육개론,24233,24132,32442
1,청소년문화,44133,13341,21441
1,발달심리,41343,44343,11233
1,유아발달,KK43K,K2244,341KK
1,영아발달,14143,34341,24443
1,아동관찰및행동연구,23423,32431,11214
1,세계의역사,33412,24143,22113
1,영화로생각하기,13242,23112,12323
1,문화와교양,31321,34213,32212
2,한국근대작가론,31212,44332,11323
2,국문학의역사,21441,13341,34231
2,영문법의활용,34223,14134,12131
2,영미산문,24433,24113,22342
2,시사영어,32312,34324,14423
2,초급한문,23232,42143,33422
2,중급중국어1,24243,21431,24124
2,중국어중급회화,32111,44332,44413
2,프랑스어의구조1,14313,34123,24124
2,프랑스산문,12134,23432,14324
2,일본어활용1,12432,42344,31412
2,일본근세근현대사,12341,31423,23214
2,채권법,32144,12142,44112
2,상법기초,23443,21234,31234
2,근로보호법,44313,31443,31441
2,인적자원관리론,31412,43431,13421
2,행정통제와윤리,23312,13421,43421
2,재무행정론,33332,42222,24124
2,고급미시경제론,42433,13412,11314
2,세계경제의역사,43131,21423,41421
2,재무회계원리,13234,33424,31314
2,경영분석을위한기초통계,12342,32423,23221
2,인적자원관리,34423,44441,43141
2,마케팅론,23243,21114,22441
2,무역계약과상사중재론,12344,12442,31313
2,사이버커뮤니케이션,23411,34442,24112
2,대중문화와영화비평,43412,12134,32324
2,항공예약발권1,21324,21324,12134
2,관광마케팅,22341,13324,13122
2,농업유전학,23313,23344,24124
2,농업생물화학,44241,21324,32321
2,인체생리학,34142,32144,31413
2,이산수학,43214,32421,K3412
2,대학수학,12322,12244,41323
2,실내공기오염관리,24331,43413,21423
2,생활폐기물관리,23114,23333,31213
2,상담심리학,31421,23413,24213
2,교육과정및평가,43232,43124,31144
2,청소년상담,14333,433K4,32332
2,사회적역할의이해,32322,41244,23412
2,청소년학습이론및지도,33142,22312,41344
2,유아교육철학및교육사,23412,43413,23122
2,한국사의이해,11343,12133,423A3
2,유럽바로알기,13432,43212,34123
2,세계의풍속과문화,33324,34131,21342
3,우리말의구조,1431A,24331,24321
3,고전시가론,41444,24443,24442
3,문학비평론,42414,43114,31322
3,테스트영어연습,13241,44114,41241
3,영어학의이해,44214,43323,12213
3,영시읽기의기초,12143,41422,31434
3,영미아동문학,12334,23423,32411
3,고급중국어1,43312,23142,42411
3,중국어듣기연습1,32124,23141,34142
3,중국명시감상,32131,12422,24243
3,프랑스문학산책,42244,31411,41422
3,프랑스시,34211,32421,42314
3,프랑스어문장연습,24332,11211,22222
3,일본전통문화론,13244,33421,22124
3,일본의소설,11234,21242,13334
3,중급일본어활용1,32431,22341,24134
3,일반행정법,34231,24314,23214
3,공정거래법,34213,4342K,KKKK4
3,법사상사,21324,31311,41223
3,비교법,23231,43221,13444
3,행정계량분석,12433,23411,22143
3,지방자치행정론,43422,K134K,K4314
3,공기업론,32314,12434,21431
3,재정학,44213,11321,31221
3,성장과복지의경제학,44121,21213,34432
3,금융시장론,12412,14212,23224
3,중급재무회계,31232,42121,44322
3,재무관리,31414,34323,21241
3,전략적인적자원개발론,42211,3132K,14413
3,영문정보및서식의이해,14333,14212,12342
3,국제무역론,41321,44133,11311
3,무역실무,24314,13114,22343
3,국제마케팅,41232,22444,32142
3,국제경영학,42131,23413,21142
3,현대광고와카피전략,23434,14111,33433
3,뉴미디어론,34123,21431,24214
3,관광행동론,42312,24134,31324
3,관광개발론,32143,14242,31123
3,여행영어2,34244,41324,11421
3,사료학,1F222,43233,11441
3,가축사양학1,42233,14311,23143
3,자원식물학,31421,42314,12332
3,가족발달,41213,34222,34322
3,한국가정생활사,12434,11233,23211
3,여가관리,23132,41233,24421
3,식품학,24323,11244,23121
3,생화학,12132,11234,42413
3,고급영양학,43241,44223,14123
3,식품미생물학,44313,13142,22321
3,세탁과염색,44213,32213,22422
3,Java프로그래밍,23123,34323,22143
3,디지털논리회로,24322,4K441,11321
3,데이터베이스,11423,22431,4231K
3,알고리즘,34233,12323,41321
3,6시그마경영,32341,22443,14133
3,작업환경측정,42343,11231,34234
3,수질시험법,23122,12224,13344
3,간호과정론,41431,41243,33142
3,간호연구,13424,24213,11112
3,평생교육방법론,31314,33133,24241
3,교육공학,32144,23341,12243
3,문화와교육,11324,24333,24121
3,직업과윤리,24321,44121,34132
3,청소년활동론,23342,F4212,12434
3,청소년인성교육,21434,31321,12234
3,청소년복지,43124,13411,22331
3,생태적삶을찾아서,24142,44113,32434
3,문화산업과문화기획,13243,23211,43323
3,동서양문학고전산책,43123,21434,14423
4,소리와발음,22143,21144,21343
4,시창작론,21441,31212,24121
4,미국문학의이해,321K1,34214,31413
4,영미희곡,14414,42421,14214
4,영국소설,43242,24112,21434
4,중국현대문학론,43424,13134,12324
4,경서제자강독,14134,24344,11222
4,중국어실용문,33122,41342,13412
4,프랑스어번역연습,13234,23411,23414
4,프랑스작품선,12334,44213,34212
4,일본의기업과경영,34124,23413,21332
4,근현대한일관계와국제사회,22233,11431,12344
4,일본사회문화연습,13124,13111,34141
4,형사소송법,32413,21432,34133
4,사회보장법,33423,34243,13434
4,법과사회,21334,12231,22421
4,정부회계학,11323,11142,12333
4,사회복지행정론,43211,42332,41134
4,정책평가론,41234,23413,23412
4,한국경제사,342B4,31231,42314
4,증권시장과금융상품,11224,22244,44141
4,경영분석,12312,34242,24213
4,마케팅커뮤니케이션관리,22231,21214,31114
4,국제통상론,34211,22214,33231
4,해외시장조사론,41211,31242,42133
4,미디어비평,32142,41324,13412
4,매스컴영어,32214,44412,42441
4,세계의음식·음식의세계,21142,34142,43312
4,지역관광론,23442,41241,33211
4,시설원예학,12322,3214J,34322
4,원예작물학2,12244,33313,D12K1
4,가족복지론,24343,12142,33341
4,가족생활교육,14211,43232,21343
4,식사요법,23324,41133,22212
4,조리과학,14313,24312,12423
4,의복과건강,32243,33232,11323
4,컴퓨터그래픽스,23134,12414,33221
4,모바일앱프로그래밍,11141,31424,23441
4,컴퓨터보안,24313,34221,41324
4,신뢰성공학,24232,31321,34412
4,다변량분석,24132,41423,42143
4,통계학의개념및제문제,12433,41132,23214
4,환경보건역학,24334,13131,33342
4,산업독성학,12244,23412,41114
4,유해폐기물관리,44414,13341,32142
4,청소년건강과간호,22324,12214,12411
4,재활간호학,32113,43221,43214
4,지역사회교육론,12214,43312,32431
4,직업·진로설계,42322,11112,33344
4,청소년성교육과성상담,21133,34234,12423
4,인터넷생활윤리,22434,13223,34112
4,청소년진로지도및상담,32223,33423,34144
4,세계의도시와건축,32241,11213,43211
4,행복에이르는지혜,43213,43314,21213
4,근현대속의한국,43314,4311D,34K13
,,,,
