1,국문학개론,23441,24324,33142
1,국어학개론,41232,41331,42431
1,대학영어,442A3,13121,24214
1,생활영어,42K33,23412,32341
1,영어듣기연습,34441,14232,12342
1,초급중국어2,23414,12213,13432
1,중국고전문학의전통,21312,43424,31322
1,중국어초급회화,14321,23241,31432
1,일본어기초2,43222,13434,32121
1,일본고중세사,41212,34432,31423
1,통치의기본구조,14223,13412,4K321
1,물권법,32133,23431,33211
1,형법각론,21341,32234,32124
1,재테크와금융투자,21313,22443,43432
1,기초거시경제론,11212,24221,43214
1,IT와경영정보시스템,24132,41324,32423
1,국제무역과협상,32132,34214,31431
1,대중영화의이해,34231,24143,12123
1,저널리즘의이해,34121,23443,21321
1,여행영어1,23223,33142,31431
1,관광경영론,31313,24332,34431
1,축산학,32421,33244,21141
1,재배학원론,34212,31244,13231
1,인간발달,11344,21341,22213
1,식생활과문화,34111,21413,24231
1,컴퓨터과학개론,13233,12122,44234
1,생활과통계,F14KF,1432K,34K32
1,환경화학,12343,42121,43421
1,보건행정,12134,44323,14231
1,원격교육론,44231,21344,23134
1,교육심리학,33241,12434,42312
1,인간행동과사회환경,41244,31224,34131
1,시민교육론,31234,42312,13424
1,청소년과부모,33412,34332,44221
1,놀이지도,34411,K2332,41232
1,아동미술,43114,21332,42421
1,역사의현장을찾아서,24312,41331,24141
1,독서의즐거움,14233,21243,23411
1,인간과사회,14231,12324,32123
2,문학의이해,24324,32412,23423
2,맞춤법과표준어,42122,34131,41343
2,고전시가강독,32114,44242,33143
2,영미단편소설,24314,12223,31442
2,미국의사회와문화,21421,34214,21411
2,드라마와영어듣기,11124,34414,14332
2,중급중국어2,42314,43421,24323
2,중급한문,24414,12424,22332
2,중국어문법,44311,31223,43244
2,일본어활용2,13312,21424,13324
2,일본인의경제생활,31412,32413,41322
2,주식회사법,31243,12431,24312
2,노사관계법,14113,23313,31433
2,기본권의기초이론,41233,24113,22413
2,사회복지정책론,41311,21242,4443E
2,고급거시경제론,14434,21434,24431
2,디지털경제의이해,13421,12443,23322
2,관리회계원리,22411,12343,23132
2,경영의사결정론,22244,12113,34231
2,산업구조와경쟁,KK212,43243,42232
2,동아시아와통일한국경제,41211,31242,42133
2,글로벌지역투자,32412,43123,43221
2,사진영상론,34143,42314,12123
2,설득커뮤니케이션,34121,34214,32341
2,관광과문화,231K4,32413,32214
2,호텔산업의이해,31313,14342,24221
2,항공예약발권2,K2123,12243,44414
2,가축번식생리학,43241,44434,3KKKK
2,재배식물생리학,43222,21443,24K41
2,기초영양학,23432,21222,14242
2,의류소재의이해,34431,32221,24131
2,자료구조,41211,41144,13142
2,선형대수,12434,23142,13213
2,여론조사의이해,41321,21132,241K3
2,산업보건학,22314,11124,33414
2,환경생화학,21413,43123,42132
2,여성교육론,33421,22331,23413
2,사회복지실천론,32341,43344,12314
2,영유아교사론,12311,12313,31442
2,유아교육과정,42323,24243,22123
2,역사의현장을찾아서,41321,43241,23441
2,철학의이해,21423,31213,22434
2,생활속의경제,23142,33124,13241
3,중세국어연습,31434,31224,23424
3,고소설론과작가,43142,34143,14113
3,근현대문학사,34141,14313,14131
3,영어회화2,22434,21A32,34311
3,영어발음의원리,34132,42414,31424
3,현대세계의이해와영어듣기,12132,41132,41441
3,영국문학의이해,14324,22423,23134
3,고급중국어2,12323,23144,12144
3,중국명문감상,33331,42422,21431
3,중국어듣기연습2,31422,13431,41434
3,일본의시와노래,12414,23241,43241
3,중급일본어활용2,32142,34142,31243
3,일본대중문화론,43232,24144,44223
3,생활법률,31143,24143,E4243
3,법철학,41412,22143,34113
3,남녀평등과법,11224,34312,44124
3,개별행정법,43144,22313,32411
3,사회복지정책론,34233,22231,13223
3,행정조사론,23134,33331,42212
3,정책학원론,12423,14234,34114
3,화폐금융론,22313,13131,41243
3,노동경제학,23112,41111,32423
3,도시경제학,11422,31413,42422
3,국제금융론,12422,12111,41221
3,마케팅조사,22141,12311,21D31
3,원가회계,24341,22221,22113
3,금융투자의이해,41122,12131,41222
3,국제광고론,21314,44321,41421
3,무역영어,41212,23144,41133
3,국제경영전략,12243,31242,13214
3,방송기획제작의기초,41322,32424,32132
3,여행사실무,24242,34112,13431
3,관광개발실무,44312,32112,42343
3,컨벤션산업론,14334,21334,22143
3,생활원예,41341,31211,41431
3,환경친화형농업,13213,442A1,43312
3,가족관계,21341,22143,31244
3,가정복지학연구법,13242,41412,33312
3,소비자와소비생활,43142,42313,42211
3,식품미생물학,14222,34133,24233
3,영양판정,32214,34113,13242
3,컴퓨터구조,23232,33143,44411
3,컴파일러구성,14213,34421,43343
3,JSP프로그래밍,34142,23133,44141
3,보건통계학,14132,34131,21132
3,상하수도관리,31242,23341,41321
3,작업환경관리,B4323,23232,31241
3,응급간호학,31234,13341,32412
3,고급간호연구,24144,23233,21244
3,평생교육프로그램개발,12331,B1331,14342
3,평생교육실무론,24144,32123,14243
3,집단상담의기초,41234,41432,43321
3,유아사회교육,23431,24113,12324
3,생명공학과인간의미래,42312,43442,32221
4,언어와의미,14432,24343,1213G
4,한국희곡론,12233,32131,44141
4,영미시,24132,44313,12441
4,고급영문강독,31342,41142,21143
4,영어의역사,41331,22324,32441
4,중국현대문학작품선,13421,13211,32343
4,중국시사텍스트특강,42123,12442,42243
4,중국어작문,13244,32343,21142
4,일본의언어와문화,32134,21434,14132
4,일본학원서강독,12344,12432,43123
4,일본문학의흐름,12324,31424,41322
4,형사정책,12314,23443,12343
4,국제법,33242,44214,44431
4,친족상속법,21143,13231,22313
4,정부기업관계론,12434,33414,33122
4,공공협치론,12423,34142,34312
4,한국경제의이해,43321,21231,24143
4,환경경제학,24132,41321,31442
4,경영전략론,34423,44313,42111
4,국제물류론,23412,14431,21244
4,글로벌스타트업,31124,31422,43134
4,소셜미디어,43122,24242,32132
4,관광연구의이해,14423,31242,12314
4,사례관리론,31423,42423,41213
4,가축사양학2,13342,32444,22443
4,농축산식품이용학,31432,23441,2214D
4,노인복지론,13422,14324,23134
4,가족상담및치료,23124,43114,23124
4,운동과영양,13134,11233,31414
4,지역사회영양학,12132,33134,41242
4,텍스타일기획과표현,32242,44113,21341
4,HTML5,43232,43211,33242
4,토양지하수관리,12143,41232,44243
4,간호윤리와법,13214,44412,31413
4,노인간호학,13444,23132,41412
4,심리검사및측정,21442,23414,31123
4,인간관계론,41432,13231,42132
4,"성,사랑,사회",31432,34223,13434
4,한국문화와유물유적,41123,41411,42442
