39,가족자원관리학,21312,44331,22213,33134,34423,31113,22414,23133,21214,31243
40,C프로그래밍,31343,11223,41142,43233,33244,22144,23442,24114,? ,? 
,,22222,22332,22333,32222,33233,33322,32232,33333,? ,? 
41,인터넷과정보사회,24122,42343,13221,41311,11133,21233,24413,32142,2132K,41434
42,데이터정보처리입문,12342,44233,12424,22241,24124,24221,21334,34313,? ,? 
,,22233,22233,32332,32322,33332,22323,22333,33222,? ,? 
43,통계학개론,43132,41223,42324,12324,21243,21432,43142,32413,? ,? 
,,22322,33323,32332,32332,32223,32323,22332,32322,? ,? 
44,건강보험론,14334,22412,44412,32114,21433,44141,33331,23214,13422,32211
45,간호연구,11121,13432,44343,11122,33441,12414,33133,22244,12131,22424
46,기초간호과학,13241,11412,43123,33124,33213,32134,11343,14442,33344,22213
47,상담심리학,43322,43414,21321,21123,41223,42343,13342,12413,21141,34412
48,평생교육방법론,42131,13113,43231,42233,21341,42444,33111,24124,? ,? 
,,22222,22222,22222,22222,33333,33333,33333,33333,? ,? 
49,생애발달과교육,32142,21133,24131,42133,42421,33232,21324,32131,22231,12312
50,청소년육성제도론,43212,C4312,13231,31231,43312,43411,32231,34322,? ,? 
,,23332,23332,22232,23232,33323,33322,22323,22233,? ,? 
51,청소년상담,42432,31432,12432,13432,42313,42342,32314,24421,? ,? 
,,22233,32322,32232,33323,22333,23333,32223,32222,? ,? 
52,발달심리,32424,31441,24324,32424,13231,34332,34442,32432,44341,43224
53,영아발달,12422,14211,13112,11242,41243,41443,24131,32434,23324,32313
54,유아언어교육,44314,21344,31243,12122,21112,24133,34344,12341,? ,? 
,,23232,32222,33233,33322,32233,33223,32232,32322,? ,? 
55,유아교육철학및교육사,31242,13342,24123,12331,34222,13121,34332,41323,41324,11312
56,신화의세계,42233,24141,42141,31233,44224,12413,13413,21414,31231,32123
57,문화와교양,23421,34213,41433,21321,24331,43423,32123,41241,33243,11431
