1,글쓰기,31432,14234,12431,44231,23341,32144,32314,21441,42134,23412
2,컴퓨터의이해,12312,31142,24232,14432,23142,11431,24341,33221,42431,42341
3,생활과건강,42224,33244,31434,44432,44334,21413,14421,43324,14342,11342
4,세계의역사,12443,34124,32123,44213,11224,14321,13414,44322,21234,12331
5,한국사의이해,24314,12331,24421,34132,14231,43232,14234,12413,21434,31321
6,생명과환경,4B121,42232,23142,22333,12144,14112,23432,43321,? ,? 
,,22222,22222,22222,22222,33333,33333,33333,33333,? ,? 
7,세계의정치와경제,14133,21434,12134,23421,43231,23431,23412,41322,33221,43221
8,동서양고전의이해,14232,33131,32142,22321,32243,22414,24131,34314,32342,11431
9,한국사회문제,23214,33114,42143,13424,21334,12141,33342,41433,11344,12144
10,세상읽기와논술,24131,32144,32241,24134,32432,13422,34113,43441,14234,33314
11,언어와생활,23143,14312,32413,42312,43421,23423,14132,24313,34124,23142
12,영문법의기초,33413,21422,43311,31324,23421,43423,24313,34434,42144,23334
13,멀티미디어영어,12422,13413,42132,24143,14221,41343,23411,12214,32334,12143
14,영어학의이해,43142,31431,24243,14231,33143,21433,14132,42231,11244,23123
15,기초한자,11342,22233,44423,21232,11344,23321,33311,43322,13134,22412
16,초급중국어1,32412,13442,32341,21412,14313,42331,43213,42142,? ,? 
,,22222,22222,22222,22222,33333,33333,33333,33333,? ,? 
17,프랑스어기초문법연습,14231,43144,24114,44321,41224,22244,41213,11212,31412,41234
18,일본학개론,12332,33131,14234,11232,44142,23243,43414,11413,23132,31212
19,민법총칙,24121,44314,11312,12331,21432,14221,13414,13114,? ,? 
,,22222,22222,22222,22222,33333,33333,33333,33333,? ,? 
20,헌법의기초,21341,21123,24313,34211,12132,34343,13312,24344,? ,? 
,,33322,32323,33333,22222,22332,23223,22333,22323,? ,? 
21,형법총론,34114,23421,23412,43213,14321,21342,34124,12343,? ,? 
,,32222,32333,32233,33222,23232,32233,32223,23332,? ,? 
22,사회복지개론,34432,41214,23133,43314,11113,12112,2K311,22324,24123,423K3
23,행정학개론,31334,42413,24231,21443,12232,13123,24143,34212,? ,? 
,,23323,23232,23222,32323,32332,23332,32323,23232,? ,? 
24,기초미시경제론,12144,42113,34122,32232,24324,23322,44321,34424,? ,? 
,,23232,32323,23232,32323,23232,32323,23232,32323,? ,? 
25,한국산업의이해,42134,14231,32421,33414,32314,23123,41321,41421,? ,? 
,,33322,32233,32332,32222,32332,32322,33332,22223,? ,? 
26,재무회계원리,21134,32342,14122,44112,34213,42122,23142,14211,42122,32324
27,재무관리,23441,34222,13344,14433,13322,13141,34214,41422,? ,? 
,,33232,22332,22223,32323,23233,23332,23222,32333,? ,? 
28,영문정보및서식의이해,31441,32234,41213,13231,24412,33231,44323,13442,34431,33214
29,국제마케팅,12341,41243,44412,14214,11341,12242,13213,12241,13241,33121
30,사진의이해,13231,44312,41313,22414,32442,31431,41332,12413,? ,? 
,,32232,32233,22323,32323,32323,23223,32232,33232,? ,? 
31,그래픽커뮤니케이션,41211,41223,31334,34114,23424,24223,32141,11442,? ,? 
,,32232,32332,32323,23323,33223,33333,22232,22222,? ,? 
32,한국지리여행,41214,24431,21431,23222,41344,24121,13423,13132,? ,? 
,,22222,32332,32333,23222,33323,23332,22222,33333,? ,? 
33,서비스매너,33412,32241,43114,31333,23334,13244,22124,21233,? ,? 
,,22322,23233,23332,32222,22333,32223,33223,33233,? ,? 
34,숲과삶,3412K,22341,32222,32443,22241,13442,31322,24414,12331,13141
35,식물의학,31214,14221,33143,32414,31134,11333,12212,41413,43243,32342
36,인체생리학,41431,13231,41421,32243,12414,32231,13441,32113,23412,12134
37,생화학,32312,41432,31432,32124,32141,43344,22131,43134,31323,42241
38,패션과문화,34134,33134,31143,13114,31442,32342,21221,42431,23313,24242
