2012학년도 2학기 출석수업대체시험 정답표
1학년,인간과사회,21213,42434,32243
1학년,초급중국어2,32124,24441,23124
1학년,대학영어,32214,34323,24214
1학년,초급프랑스어,31243,21243,41324
1학년,국어학개론,32142,13412,42432
1학년,국문학개론,34242,43231,23144
1학년,영어듣기연습,14343,32214,43324
1학년,생활영어,24132,21432,42314
1학년,중국고전문학의전통,21423,23141,44231
1학년,생활프랑스어,23413,21423,14311
1학년,일본어기초2,14241,24342,13131
1학년,일본고중세사,34343,12314,22432
1학년,교육심리학,32143,12424,33144
1학년,통치의기본구조,42143,43311,22442
1학년,물권법,32412,33142,13124
1학년,형법각론,43241,23142,33211
1학년,정치학개론,24131,34244,32213
1학년,발전행정론,44122,41113,32133
1학년,기초거시경제론,13412,24321,23414
1학년,IT와경영정보시스템,32323,43121,22432
1학년,조직행위론,42414,21212,34344
1학년,세계지역경제론,23232,34214,34343
1학년,유럽지역경제론,31141,32241,33141
1학년,커뮤니케이션과인간,43143,14114,22A34
1학년,대중영화의이해,12143,23241,32341
1학년,저널리즘의이해,31424,32112,34123
1학년,여가학개론,31412,41231,42324
1학년,관광경영론,44121,23434,21232
1학년,축산학,21333,24221,22314
1학년,재배학원론,32413,41123,42231
1학년,의류소재의이해,32113,43222,13234
1학년,인간발달,14421,32441,22432
1학년,컴퓨터과학기초,11242,34132,14233
1학년,생활과통계,C2314,42141,232KK
1학년,환경화학,23133,42422,23323
1학년,보건행정,23314,32314,13322
1학년,인간행동과사회환경,31241,42323,32412
1학년,시민교육론,42234,24343,11141
1학년,원격교육론,31413,43131,31214
1학년,놀이지도,43241,13214,32314
1학년,인물로본문화,34231,41122,34232
1학년,미술의이해와감상,43231,33244,12142
2학년,철학의이해,23121,21421,31313
2학년,문학의이해,31334,2K433,44323
2학년,고전시가강독,42434,23233,14113
2학년,맞춤법과표준어,41321,44234,12314
2학년,드라마와영어듣기,11241,2K333,11414
2학년,영작문1,12432,31244,13134
2학년,중급중국어2,34412,13414,21334
2학년,중급한문,32441,12234,11324
2학년,프랑스단편소설,14232,41343,12334
2학년,프랑스어의구조2,22342,31343,13322
2학년,일본어활용2,31342,14121,32342
2학년,일본인의경제생활,22324,21412,14123
2학년,교육철학,42133,13221,14144
2학년,기본권의기초이론,43244,31414,21231
2학년,주식회사법,34432,11233,42123
2학년,노사관계법,41332,33321,33143
2학년,기획론,42123,14143,33124
2학년,사회복지정책론,23141,12342,34211
2학년,고급거시경제론,22142,43134,22232
2학년,수량경제분석입문,31142,41214,32312
2학년,경영의사결정론,21322,21243,41231
2학년,관리회계원리,44323,42221,31112
2학년,산업구조와경쟁,41233,23134,23221
2학년,다국적기업론,34131,12432,41232
2학년,영상학,13241,23134,24341
2학년,설득커뮤니케이션,43213,42142,13213
2학년,통합마케팅커뮤니케이션,21311,14321,4F144
2학년,여행사실무,12B34,41313,14323
2학년,호텔산업의이해,31241,42324,34121
2학년,가축영양학,31124,41323,32431
2학년,재배식물생리학,42131,34132,14233
2학년,고급영양학,41333,21423,24112
2학년,한국복식문화,13144,21322,14234
2학년,자료구조,13142,43231,41421
2학년,선형대수,12134,42322,34314
2학년,확률의개념과응용,24323,42442,34113
2학년,여론조사의이해,23412,24411,13214
