2013학년도 2학기 출석수업대체시험 정답표
3학년,상하수도관리,24123,12442,31423
3학년,작업환경관리,41232,23134,13441
3학년,지역사회간호학,31441,44211,44211
3학년,응급간호학,41312,42313,41231
3학년,고급간호연구,2442F,C4141,2K421
3학년,청소년문제,44214,23431,22423
3학년,평생교육경영론,32413,D3334,34143
3학년,평생교육프로그램개발,24224,33342,241K3
3학년,교육과정및평가,34241,32134,12412
3학년,청소년프로그램개발및평가,32313,43433,12424
3학년,동양철학산책,32423,12314,32341
3학년,음악의이해와감상,24112,34243,13222
3학년,생명공학과인간의미래,41242,32113,22414
3학년,집단상담의기초,24213,43441,34233
4학년,한국희곡론,11444,24123,23411
4학년,언어와의미,K3442,31431,24132
4학년,영어의역사,22114,43312,142K3
4학년,영미시,41241,31324,13412
4학년,고급영문강독,14113,32112,44121
4학년,중국현대문학작품선,13231,13213,42231
4학년,중국어실용문,32114,24241,21343
4학년,프랑스시와샹송,22113,34113,43322
4학년,프랑스어권연구,24131,24321,22413
4학년,시사프랑스어,42341,21343,21243
4학년,일본문학의흐름,23334,14322,31341
4학년,일본학원서강독,34122,23134,24341
4학년,일본의언어와생활,32124,23142,31342
4학년,형사정책,33142,41234,24312
4학년,국제법,31144,24233,22413
4학년,친족상속법,442K1,14121,3A124
4학년,공공관리론,44334,11422,14143
4학년,행정변동론,42411,43423,23411
4학년,정부기업관계론,44121,34412,11111
4학년,한국경제의이해,23424,12131,24421
4학년,시사경제론,12344,12442,41312
4학년,경영전략론,41411,23242,13221
4학년,경영학특강,32413,24444,21333
4학년,국제물류론,43123,14321,42423
4학년,해외시장조사론,43321,21134,21431
4학년,글로벌미디어,32441,41424,34323
4학년,홍보론,24211,13241,34124
4학년,기업광고와브랜드커뮤니케이션,23241,22341,32433
4학년,지역관광론,13314,12132,31433
4학년,농축산식품이용학,14223,32414,33221
4학년,가축사양학2,F3424,34223,141K4
4학년,노인복지론,31244,21113,24321
4학년,식품가공및저장학,41332,13214,13124
4학년,텍스타일기획과표현,44432,34341,24234
4학년,가족상담및치료,23442,11342,24141
4학년,운동과영양,24332,24413,34142
4학년,HTML5,34312,12233,14234
4학년,건강증진론,14243,12314,23432
4학년,토양지하수관리,42442,42432,11231
4학년,노인간호학,41221,33334,24333
4학년,간호윤리와법,31122,43132,42434
4학년,청소년인권과참여,33321,44132,14423
4학년,인간관계론,43113,12123,14322
4학년,심리검사및측정,42423,34311,21124
4학년,교육문제연구론,32143,23421,14321
4학년,"성,사랑,사회",31234,33423,34143
4학년,문화비평과미학,21421,23431,43213
4학년,한국문화와유물유적,41243,14211,22141
,,,,
