2011학년도 2학기 출석수업대체시험 정답
1학년,국문학개론,41434,33434,31241
1학년,국어학개론,12322,43241,43132
1학년,대학영어,21411,32321,42112
1학년,영어듣기연습,21421,34123,41124
1학년,생활영어,24321,43314,21434
1학년,초급중국어2,12431,43132,41413
1학년,중국고전문학의전통,14223,41143,43142
1학년,초급프랑스어,11244,33221,14132
1학년,생활프랑스어,43211,32144,41133
1학년,일본어기초2,21412,14213,13421
1학년,일본고중세사,41322,14341,11423
1학년,통치의기본구조,21241,22213,22424
1학년,형법각론,41322,34134,23423
1학년,정치학개론,22143,14312,34241
1학년,발전행정론,32142,21433,24112
1학년,기초거시경제론,23211,34224,13143
1학년,조직행위론,42344,44123,13441
1학년,IT와경영정보시스템,23143,24K33,22412
1학년,세계지역경제론,14133,13K12,2412K
1학년,커뮤니케이션과인간,21232,24144,12312
1학년,대중영화의이해,41243,23134,12431
1학년,여가학개론,13424,31124,31423
1학년,관광경영론,11434,23214,31412
1학년,축산학,43442,22413,31231
1학년,재배학원론,243J1,14412,31243
1학년,인간발달,13211,43212,32441
1학년,의류소재의이해,22344,21322,14311
1학년,컴퓨터과학기초,13223,41141,32421
1학년,생활과통계,14132,1K22K,34KK2
1학년,환경화학,3A421,42433,12323
1학년,보건행정,43122,44213,23121
1학년,청소년교육개론,14322,14424,12332
1학년,교육심리학,23321,41243,32414
1학년,시민교육론,34213,31433,14223
1학년,놀이지도,12342,34432,31312
1학년,인물로본문화,31324,24134,21341
1학년,미술의이해와감상,21433,21144,23423
2학년,고전시가강독,12443,34322,22323
2학년,문학의이해,13442,12311,21341
2학년,맞춤법과표준어,43431,24233,12413
2학년,드라마와영어듣기,42242,23423,441A1
2학년,영작문1,14322,14313,24413
2학년,중급중국어2,14224,33443,21144
2학년,중급한문,24342,13443,41121
2학년,프랑스단편소설,32112,41322,34114
2학년,프랑스어의구조2,44214,33224,12344
2학년,일본어활용2,41423,34121,42413
2학년,일본인의경제생활,32223,21413,12234
2학년,주식회사법,31244,32113,32443
2학년,노사관계법,33124,33133,44312
2학년,기획론,22313,14243,43123
2학년,사회복지정책론,41321,34321,44144
2학년,고급거시경제론,32213,24423,13441
2학년,수량경제분석입문,31224,41412,22413
2학년,경영의사결정론,42244,33413,31242
2학년,관리회계원리,24232,42432,32112
2학년,산업구조와경쟁,44421,33142,12321
2학년,다국적기업론,34321,24123,43342
2학년,설득커뮤니케이션,42312,43211,23424
2학년,통합마케팅커뮤니케이션,12433,31422,34422
2학년,호텔산업의이해,13244,21324,13412
2학년,여행사실무,24133,23114,21342
2학년,가축영양학,12312,14244,34231
2학년,재배식물생리학,21212,44211,33441
2학년,영양학,12312,22432,43342
2학년,한국복식문화,41314,23121,24332
2학년,선형대수,K4143,12411,32234
2학년,자료구조,21F42,14331,42132
2학년,확률의개념과응용,32433,14321,24231
2학년,데이터처리실무,33143,21233,14424
2학년,산업보건학,K2423,42334,14331
2학년,생화학,442K2,31412,23111
2학년,교육철학,43124,42312,43214
2학년,평생교육론,14323,14213,41232
2학년,인적자원개발론,23441,41241,31441
2학년,유아교육철학및교육사,22412,14331,21312
2학년,철학의이해,34134,24132,11423
2학년,역사의현장을찾아서,34124,22413,13121
3학년,고소설론과작가,21323,33313,24234
3학년,근현대문학사,41432,12344,21213
3학년,중세국어연습,14212,33143,42342
3학년,영어회화2,23421,21413,24413
3학년,영어발음의원리,22414,13324,11324
3학년,영국문학의이해,44131,21413,31123
3학년,고급중국어2,44244,24123,1K342
3학년,중국명문감상,23433,44243,34234
3학년,중국어듣기연습2,34142,11221,31243
3학년,프랑스어회화2,14344,41142,43323
3학년,프랑스어학의이해,11432,42114,44234
3학년,카뮈와위고선독,43214,31131,21221
3학년,현대일본정치의이해,21314,24221,43341
3학년,일본대중문화론,21222,41443,22344
3학년,일본의시와노래,31414,34313,31334
3학년,개별행정법,32344,244E3,433C4
3학년,법철학,12344,11334,42213
3학년,남녀평등과법,4324K,23421,42442
3학년,도시행정론,43113,34324,32323
3학년,행정조사론,24222,42124,23322
3학년,정책학원론,32412,21234,21444
3학년,화폐금융론,41142,11422,22243
3학년,현대의노동문제,13242,44321,31312
3학년,증권시장과금융상품,33244,42121,24322
3학년,마케팅조사,23111,42113,32332
3학년,투자론,14323,32421,33212
3학년,원가회계,14342,23121,23432
3학년,한국무역론,21424,31221,31344
3학년,국제금융론,43221,42411,23123
3학년,무역영어,42423,11323,13241
3학년,방송기획제작의기초,42323,21444,23234
3학년,미디어연구방법,31242,42213,14243
3학년,항공예약발권2,42114,24231,21413
3학년,외식산업의이해,1324K,2K324,13412
3학년,관광개발실무,21344,34312,21432
3학년,생활원예,24233,32322,41334
3학년,생물통계학,12313,33432,41233
3학년,환경친화형농업,34123,42331,44331
3학년,가족관계,31243,11423,12413
3학년,가정관리학연구법,22143,31243,12324
3학년,소비자와소비생활,23143,14324,12321
3학년,조리원리,14311,12242,34123
3학년,임상영양학,12241,24243,43412
3학년,영양교육과상담,31242,13224,11141
3학년,컴퓨터구조,42422,34323,34131
3학년,컴파일러구성,31332,14224,33213
3학년,JSP프로그래밍,22233,42344,23411
3학년,회귀분석,32132,12142,41213
3학년,표본조사론,42123,23424,41K21
3학년,실험계획과응용,41231,24123,124C3
3학년,보건통계학,33213,42421,14332
3학년,수질오염제어,22444,31341,21323
3학년,작업환경관리,41421,21233,31424
3학년,지역사회간호학,43213,43233,21433
3학년,응급간호학,42231,32142,43124
3학년,고급간호연구,21313,14111,42412
3학년,평생교육경영론,4231K,42112,23431
3학년,평생교육프로그램개발,13132,22124,12K43
3학년,교육사,33432,11422,24134
3학년,청소년프로그램개발및평가,43231,43234,32222
3학년,청소년활동론,43123,21213,43233
3학년,집단상담의기초,41421,31244,24134
3학년,유아사회교육,34123,31422,41214
3학년,생명공학과인간의미래,41123,42431,12331
3학년,동양철학산책,44234,41224,F2213
3학년,음악의이해와감상,34113,24313,12414
4학년,한국어교육론,24421,43143,13142
4학년,한국희곡론,13133,24234,41233
4학년,고급영문강독,42441,23134,21241
4학년,영어의역사,32411,44231,24313
4학년,중국현대문학작품선,11142,11421,21413
4학년,중국어실용문,24342,43132,33413
4학년,프랑스어와문화,41211,41234,24241
4학년,시사프랑스어,21124,14341,24323
4학년,일본의언어와생활,34223,21113,21214
4학년,일본학원서강독,12324,14243,34211
4학년,국제법,4K232,34414,43341
4학년,친족상속법,23442,24414,KKKKK
4학년,정부기업관계론,1K423,11432,24131
4학년,공공관리론,4K311,33321,F3213
4학년,한국경제의이해,22134,21341,32341
4학년,시사경제론,13233,14323,43142
4학년,경영전략론,24214,44314,11334
4학년,경영학특강,42213,24444,22342
4학년,해외시장조사론,14121,13113,12234
4학년,국제물류론,14331,42131,K2424
4학년,매스컴원서강독,KK134,B2231,43222
4학년,홍보론,33131,24F43,12313
4학년,지역관광론,12423,42124,23424
4학년,가축사양학2,34224,41144,34342
4학년,농축산식품이용학,42123,11321,24433
4학년,노인복지론,21432,42122,14144
4학년,가족상담및치료,32344,11341,23142
4학년,식품저장및가공,42212,22343,21123
4학년,운동과영양,23323,24343,12234
4학년,텍스타일기획과표현,11413,42324,21143
4학년,컴퓨터보안,13132,14431,22144
4학년,모바일서비스,31424,41313,13424
4학년,데이터마이닝,43231,24231,44323
4학년,바이오정보학개론,24132,14321,34232
4학년,건강증진론,44123,34212,31132
4학년,토양지하수관리,42141,23243,12321
4학년,간호윤리와법,13223,32443,14413
4학년,노인간호학,34232,22331,3211K
4학년,심리검사및측정,13234,12231,44141
4학년,노인교육의이해,42113,12321,44A31
4학년,청소년인권,32341,23342,13243
4학년,청소년복지,4121K,43141,23312
4학년,한국문화와유물유적,43422,23123,2314D
4학년,문화비평과미학,24131,32234,14312
,,,,
