2012-1기말시험정답표(12.1최종)
1,세계의역사,13221,31234,44232,33111,22323,,
1,초급중국어1,34122,41332,43213,33421,42431,,
1,경영학개론,13432,34413,23333,21343,34341,41224,24122
1,행정학개론,12231,32424,11341,32112,34312,,
1,영문법의기초,21132,44243,24241,44244,11343,21314,12124
1,농학원론,13331,A3143,42113,31434,34443,24131,44444
1,글쓰기,31321,42434,21423,13114,22423,23112,44134
1,교육의이해,41432,11224,41231,24241,23133,44241,23343
1,컴퓨터의이해,23213,43412,41432,41321,42431,24311,42343
1,프랑스어입문,14412,32421,22212,41424,24134,13333,41144
1,글과생각,32341,12234,21324,43312,42114,32143,13234
1,생활한문,11431,42421,A1233,21344,44214,13114,42324
1,한국현대문학의이해와감상,13224,42132,A3412,32132,23243,31443,42243
1,멀티미디어영어,34112,13423,14122,A4342,42143,21342,12A13
1,영어회화1,33124,43212,42341,43211,41233,41123,21344
1,기초한자,12121,32141,32333,23211,42231,34323,22123
1,중국문화개관,13114,22142,32443,11421,33421,14231,32413
1,프랑스어기초문법연습,34211,44321,12431,44321,22114,44144,44211
1,프랑스어발음연습,44231,31222,31441,41441,43331,21122,44123
1,일본어기초1,13421,14243,13422,43112,44K12,33213,34232
1,일본학개론,12341,23142,31123,21413,12411,44141,23114
1,청소년교육개론,41322,41414,3D311,43213,41143,33144,24421
1,유아교육개론,42224,31113,34332,34341,33432,13443,22242
1,아동발달,41113,34123,21142,11422,33424,24331,32323
1,민법총칙,33132,22341,41233,11442,31333,,
1,헌법의기초,34321,31414,12121,13121,32343,,
1,형법총론,42343,42432,21122,13433,21334,21343,44341
1,정보사회와행정,21334,13242,31423,13241,11231,,
1,사회복지개론,32241,34232,44134,33211,24432,,
1,기초미시경제론,31313,42421,33131,11223,42344,33421,32442
1,재무회계원리,22314,34212,34233,12434,11121,42123,31321
1,무역학원론,41334,14413,21333,44411,41323,14443,14122
1,매스미디어와사회,42434,1E334,12141,23332,13433,21242,32411
1,사진의이해,42314,31A31,22413,32432,14133,,
1,방송의이해,13133,34342,41122,24221,14441,41413,41112
1,관광학개론,41214,43213,34113,41K34,23243,14223,13221
1,한국지리여행,32411,23432,11324,31234,33241,43412,123B4
1,서비스매너,24341,21143,32314,34114,34111,34123,32443
1,숲과삶,32412,41424,23143,22411,43241,41241,13222
1,원예학,42411,13112,12444,1B312,23132,31432,14341
1,영양과건강,24143,22314,12123,44234,21331,43231,31424
1,패션과문화,13442,14232,42131,22222,33414,44213,21314
1,가족자원관리학,33422,11342,12341,24231,14233,31421,43412
1,인터넷서비스,24414,33313,23434,31324,33113,44241,22K42
1,유비쿼터스컴퓨팅개론,12343,13323,K3413,42314,41143,14211,14321
1,C프로그래밍,11132,41441,34232,22432,34213,,
1,데이터정보처리입문,41212,34212,24323,13234,12234,,
1,환경보건학개론,12341,23412,31323,12424,14323,24242,33243
1,공중보건학,43123,14323,42141,24332,24134,21221,43324
1,지구환경생태학,11233,41433,42124,33242,22413,44123,44332
1,평생교육론,14323,343D1,42314,23412,14322,12143,23141
1,생애발달과교육,12124,24341,33414,32142,41143,23K31,3214C
1,청소년문화,31132,33212,33142,34343,32214,24243,22434
1,아동관찰및행동연구,32142,34213,31314,42311,43132,43214,23411
1,영화로생각하기,43312,24342,13142,31421,23423,12231,43243
1,문화와교양,41323,43213,14241,33314,22413,43132,43112
1,고전함께읽기,42432,12323,42231,32413,42313,13241,21343
1,발달심리,34341,23312,44132,33212,21244,33222,33224
2,대학수학,41341,32K42,44121,324K3,12314,,
2,한국사의이해,14342,31434,12322,12211,44124,34131,23443
2,생명과환경,24212,34141,33432,13143,43321,,
2,세계의정치와경제,41334,24121,41324,13143,42323,42413,23231
2,동서양고전의이해,24442,21K24,12223,31243,32341,23243,32432
2,언어와생활,31342,32421,24313,41221,42314,23213,42443
