2016학년도 1학기 출석수업대체시험 정답표
1,세계의역사,42311,44223,34132
1,초급중국어1,4141A,34241,42124
1,경영학개론,42321,21423,41234
1,행정학개론,14322,31421,42314
1,영문법의기초,14142,43143,44412
1,농학원론,24131,33441,12114
1,글쓰기,342B1,42344,21243
1,교육의이해,43213,24221,13212
1,프랑스어입문,11131,12334,33221
1,생활한문,33234,14444,12132
1,한국현대문학의이해와감상,33114,42224,12324
1,영어회화1,44214,14233,12313
1,중국문화산책,23431,41421,31223
1,프랑스어기초문법연습,12224,43133,14132
1,일본어기초1,3A424,23442,24131
1,일본학개론,22343,34441,11311
1,청소년교육개론,42441,14413,33443
1,민법총칙,41313,23233,43323
1,헌법의기초,13234,21421,34124
1,형법총론,41341,22331,41232
1,정보사회와행정,11332,42344,32314
1,사회복지개론,41311,24331,43114
1,기초미시경제론,32324,31243,12142
1,재무회계원리,14344,43331,21214
1,무역학원론,23441,42133,13422
1,매스미디어와사회,22144,34321,12243
1,방송의이해,14333,14223,11121
1,관광학개론,31241,43221,23124
1,서비스매너,12321,32223,33244
1,원예학,41231,34123,42134
1,영양과건강,21123,12431,21344
1,가족자원관리학,13423,12312,33214
1,인터넷과 정보사회,12342,32112,32421
1,데이터정보처리입문,33123,32331,14143
1,데이터과학입문,11442,22213,31142
1,환경보건학개론,23214,44331,32344
1,공중보건학,24331,14214,31234
1,평생교육론,23421,32143,14321
1,생애발달과교육,34231,22214,43231
1,청소년문화,23323,22431,34334
1,아동관찰및행동연구,21324,43214,21313
1,영아발달,32131,32132,33231
1,영화로생각하기,14231,42242,13344
1,문화와교양,24133,42343,14231
1,발달심리,32331,34241,32123
2,대학수학,34232,24234,33144
2,한국사의이해,34414,1221K,14132
2,한국근대작가론,32412,31342,14224
2,국문학의역사,23444,43123,44442
2,영문법의활용,32412,43144,12231
2,영미산문,24422,43111,34123
2,시사영어,24331,24142,42413
2,초급한문,34233,43313,31422
2,중급중국어1,24114,13223,43124
2,중국어중급회화,31423,22431,21432
2,프랑스어의구조1,21331,22142,44123
2,프랑스산문,43243,41212,41124
2,일본어활용1,21144,23241,22431
2,일본근세근현대사,14422,11131,44221
2,상담심리학,24241,21231,43314
2,사회적역할의이해,13134,13432,21132
2,유아교육과정,22214,34324,41234
2,유아발달,3K1KK,K2232,134KK
2,채권법,43421,22314,33421
2,상법기초,34412,43124,441K2
2,근로보호법,24123,41122,43124
2,인적자원관리론,31224,31242,31423
2,행정통제와윤리,13223,43242,23431
2,고급미시경제론,34432,21334,43113
2,세계경제의역사,32421,13113,24313
